"model","alpha","beta","q10_rh","S","diff"
"MIROC6","0.654347269525768","0.525867197645823","3.08506507849849","2.15691549823645","3.20766875014071"
"CanESM5","0.493639936766572","0.578755510203569","1.94621758140881","3.52267827671567","0.59251841102968"
"MRI-ESM2-0","0.841731317097834","0.482726786292756","2.87912353501811","2.29694529063426","1.65099472781196"
