"model","scenario","year","value","units","ensemble","variable"
"MRI-ESM2-0","historical",1911,0.284496209090982,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1912,-0.836769790909138,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1913,0.0896792090909821,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1914,0.352741209090892,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1915,-0.291005790909068,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1916,1.29943820909099,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1917,-0.200194790909038,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1918,-0.373703790909018,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1919,0.438943209090952,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1920,-0.273756790909018,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1921,0.346724209090852,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1922,-0.137127790909108,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1923,-0.378944790909008,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1924,0.850822209090922,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1925,0.265667209091012,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1926,0.0659857090909619,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1927,0.0162322090909219,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1928,0.307139209090992,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1929,0.405273209090902,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1930,0.172811209090892,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1931,-0.547837790909178,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1932,0.342102209090902,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1933,0.264672209090882,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1934,0.838923209090872,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1935,-1.3277947909091,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1936,0.690467209090882,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1937,-0.0771137909090678,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1938,0.350167209090922,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1939,-0.752729790909178,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1940,0.796137209090882,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1941,0.463073209090962,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1942,0.00385120909096193,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1943,-0.518118790909088,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1944,-0.111901790909018,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1945,-0.010063790909038,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1946,0.207955209090882,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1947,0.772437209090922,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1948,0.999479209090872,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1949,0.366879209090962,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1950,-0.0894527909090379,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1951,0.673699209090882,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1952,0.101050209090942,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1953,0.283476209091002,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1954,-0.341557790909158,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1955,-0.633141290909038,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1956,-0.170919790909088,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1957,0.391206209090962,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1958,-0.752331790909088,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1959,-0.525398790909058,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1960,0.598609209090992,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1961,-0.148272790909118,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1962,-0.0353347909090678,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1963,-2.45733379090908,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1964,-0.504861790909088,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1965,0.145632209090902,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1966,-0.0412002909090381,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1967,-0.439369790909188,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1968,0.710653209090962,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1969,-0.759834790909088,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1970,-0.161975790909058,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1971,-0.351942790909098,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1972,0.878790209090892,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1973,0.267573209090862,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1974,-0.530022790909018,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1975,0.0345062090910022,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1976,-0.338451790909018,"W m-2","r2i1p1f1","heatflux"
"MRI-ESM2-0","historical",1977,1.29671220909095,"W m-2","r2i1p1f1","heatflux"
